table:   Opaque Envelope Requirements | Climate Zone 1,,,,
Fixed Window,0.8312822164416366,0.5712929518146909,0.2758281514513398
Operable Window,0.9322309570203139,0.6030212322784385,0.2644220475262604
Curtainwall or Storefront,0.9219294945015566,0.6112624022934445,0.29326614257878114
Glazed Doors,0.9301706645165624,0.60508152478219,0.23351765996998813
Skylights | Tubular Daylighting Devices (TDDs),0.9219283207399149,,0.2829125067096081
Fixed Window | North,0.6069276975815329,0.698101078718118,0.25
Operable Window | North,0.6069276975815329,0.698101078718118,0.25
Operable Window | Non-North,0.6069276975815329,0.46676007170487777,0.25

table: Fenestration Requirements | Climate Zone 16,max,max,min,
,U-Factor,SHGC,VT
Fixed Window,0.8844735086750395,0.6276714028531879,0.2713928118029307
Operable Window,0.988424987365189,0.6617585749840277,0.26171127788002174
Curtainwall or Storefront,0.980059788879459,0.6684507337726115,0.2851338336400652
Glazed Doors,0.9867519476680429,0.6634316146811736,0.23661568242283226
Skylights | Tubular Daylighting Devices (TDDs),0.8849483944542869,,0.2772609971095157
Fixed Window | North,0.6197635584881633,0.7187500723505238,0.25
Operable Window | North,0.6197635584881633,0.7187500723505238,0.25
Operable Window | Non-North,0.6197635584881633,0.5089865138623603,0.25

table: Heat Rejection Parameters | Climate Zone 1,,,,
,value
cw_wetbulb_design,20.009999999999998
cw_design_temp,22.33
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 2,,,,
,value
cw_wetbulb_design,22.11
cw_design_temp,27.670000000000005
cw_approach,5.5600000000000005

table: Heat Rejection Parameters | Climate Zone 3,,,,
,value
cw_wetbulb_design,20.009999999999998
cw_design_temp,25.17
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 4,,,,
,value
cw_wetbulb_design,22.610000000000007
cw_design_temp,28.170000000000012
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 5,,,,
,value
cw_wetbulb_design,20.220000000000002
cw_design_temp,25.780000000000005
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 6,,,,
,value
cw_wetbulb_design,23.78
cw_design_temp,29.330000000000002
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 7,,,,
,value
cw_wetbulb_design,21.22
cw_design_temp,26.779999999999998
cw_approach,5.559999999999999

table: Heat Rejection Parameters | Climate Zone 8,,,,
,value
cw_wetbulb_design,21.500000000000004
cw_design_temp,27.06000000000001
cw_approach,5.5600000000000005

table: Heat Rejection Parameters | Climate Zone 9,,,,
,value
cw_wetbulb_design,23.72
cw_design_temp,29.279999999999998
cw_approach,5.559999999999999

table: Heat Rejection Parameters | Climate Zone 10,,,,
,value
cw_wetbulb_design,21.61
cw_design_temp,27.17
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 11,,,,
,value
cw_wetbulb_design,22.610000000000003
cw_design_temp,28.17
cw_approach,5.5600000000000005

table: Heat Rejection Parameters | Climate Zone 12,,,,
,value
cw_wetbulb_design,22.110000000000003
cw_design_temp,27.67000000000001
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 13,,,,
,value
cw_wetbulb_design,22.0
cw_design_temp,27.56
cw_approach,5.5600000000000005

table: Heat Rejection Parameters | Climate Zone 14,,,,
,value
cw_wetbulb_design,20.89
cw_design_temp,26.439999999999994
cw_approach,5.56

table: Heat Rejection Parameters | Climate Zone 15,,,,
,value
cw_wetbulb_design,24.11
cw_design_temp,29.439999999999998
cw_approach,5.329999999999999

table: Heat Rejection Parameters | Climate Zone 16,,,,
,value
cw_wetbulb_design,20.010000000000005
cw_design_temp,21.670000000000005
cw_approach,5.560000000000001

table: Lighting Power Density,,,,
,LPD
auditorium,1.3849843432984688
bank,1.4495733240848279
classroom_shop,1.1837552402712137
computer,1.105600824372097
classroom_class,1.3131401320070724
conference,1.416299591074374
corridor,0.6225044087204671
dining_fine,1.2162784412282148
dining_fast,1.213740197520592
exhibit,2.037179993063621
grocery,1.544783686218461
guestroom,0.6879970499849468
gym,0.9847705377542629
health_operating,1.341793573688123
health_patient,1.3021969718492068
industrial_high,1.2529682000122409
industrial_low,1.141633779617173
kitchen,1.649437639080378
lab,1.3241354493920456
laundry,0.8802033388252068
lobby,1.4619308536834863
mech,0.6862947137873354
office_large,1.2505225256110004
office_small,1.2221724414596857
office_open,1.1009690318966563
plenum,0.015225362884074438
restroom,0.6015229462245738
retail_sales,1.8653257924781104
storage_refrig,0.6292119368072913
storage_warehouse,0.5949235125847542
auto,1.054828185265979

table:   Economizer Setpoints,,,,
,Fixed Drybulb,Differential Dry-bulb
1,75.0,0.0
2,73.0,2.0
3,74.99999999999999,0.0
4,73.00000000000001,2.0
5,75.0,0.0
6,71.00000000000001,4.0
7,69.0,6.0
8,71.00000000000001,4.0
9,71.0,4.0
10,73.0,2.0
11,75.00000000000001,0.0
12,75.00000000000001,0.0
13,75.0,0.0
14,75.0,0.0
15,75.00000000000001,0.0
16,75.00000000000001,0.0

