table:   Opaque Envelope Requirements | Climate Zone 1,,,,
,U-Factor,SHGC,VT
Fixed Window,0.7105859243461667,0.5863727691098888,0.23995959142440232
Operable Window,0.756408625933094,0.615295134089024,0.2222214542438485
Curtainwall or Storefront,0.7487019629527235,0.6214604644733205,0.24380011058888582
Glazed Doors,0.7548672933370197,0.6168364666850982,0.1991014653027371
Skylights | Tubular Daylighting Devices (TDDs),0.9150869906835782,,0.2674935458525087
Fixed Window | North,0.5792537313432836,0.6413432835820897,0.25
Operable Window | North,0.5792537313432836,0.6413432835820897,0.25
Operable Window | Non-North,0.5792537313432836,0.44149253731343285,0.25

table: Fenestration Requirements | Climate Zone 16,max,max,min,
,U-Factor,SHGC,VT
Fixed Window,0.8034476501542371,0.6786917074941028,0.242077662856106
Operable Window,0.8486553154333115,0.6638223095394019,0.22841955904824274
Curtainwall or Storefront,0.8426304300371098,0.6686422178563634,0.24528923815760753
Glazed Doors,0.8474503383540712,0.6650272866186424,0.2103449028596377
Skylights | Tubular Daylighting Devices (TDDs),0.8801252041371803,,0.26411359099981857
Fixed Window | North,0.6401182795698925,0.8105376344086023,0.25
Operable Window | North,0.6401182795698925,0.8105376344086023,0.25
Operable Window | Non-North,0.6401182795698925,0.7341290322580646,0.25

table:   Economizer Setpoints,,,,
,Fixed Drybulb,Differential Dry-bulb
1,75.0,0.0
2,73.00000000000001,2.0
3,75.0,0.0
4,73.0,2.0
5,75.0,0.0
6,71.00000000000001,4.0
7,69.00000000000001,6.000000000000001
8,71.0,4.0
9,71.00000000000001,4.0
10,73.00000000000001,2.0
11,75.00000000000001,0.0
12,74.99999999999999,0.0
13,75.0,0.0
14,75.0,0.0
15,75.0,0.0
16,75.00000000000001,0.0

