Date/Time,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 07/01  12:00:00,220650600.44260886 ,219724260.3952964 ,218400758.07516813 ,294300483.09228235 ,293080392.4014154 ,291337059.5248833 ,223809340.98238873 ,222823305.58104932 ,221415663.16440892 ,340311353.3551717 ,339015228.826427 ,337163588.314017 ,244622612.96409813 ,243401093.7034899 ,241655575.66162318 ,303464460.379438 ,302033813.5347686 ,299989604.68648314 ,291392392.65742946 ,290118169.65854204 ,288309337.60224223 ,354694317.70820445 ,353268634.69325525 ,351231187.5633533 ,365794620.31508434 ,364472015.0035273 ,362582113.49920154 ,382087205.23956776 ,380757252.9444971 ,378857117.1229563 ,356948508.7695176 ,355612905.3710934 ,353704650.28811777 ,317902862.241158 ,316632594.23553777 ,314817624.2044073 ,366178476.15876657 ,364823285.1405295 ,362887046.8035555 ,464074827.2665657 ,462597629.4617216 ,460487009.77045786 ,511702126.7533856 ,510226882.75375664 ,508118986.3784745 ,287204673.83287287 ,285707176.0985626 ,283567410.30427456 
 07/01  13:00:00,221229309.94165033 ,220303081.4443692 ,218979740.70831716 ,309666198.5333587 ,308442686.79309094 ,306694469.9301612 ,230792011.8270249 ,229594641.92376548 ,227885989.11127004 ,365058524.865642 ,363754431.9973296 ,361891413.8622151 ,248496150.10926494 ,247276934.23623753 ,245534812.12292424 ,307688736.10066766 ,306263074.1498912 ,304221726.4724852 ,298662835.4616549 ,297376924.98852926 ,295534598.85566175 ,353588526.4171703 ,352251995.2777574 ,350344276.5551571 ,382436093.4321294 ,381108883.71467173 ,379212456.62127364 ,401808497.23562217 ,400473037.79840076 ,398564943.46957844 ,372535784.81586325 ,371195394.7729108 ,369280296.3352783 ,330882442.78588194 ,329608666.70732826 ,327788687.25178874 ,383583384.2188493 ,382223318.44975233 ,380280110.55365616 ,499327716.95267564 ,497842801.6477711 ,495721144.0767729 ,542185213.6272839 ,540704902.1811211 ,538589762.4206022 ,291150794.63043785 ,289653808.92549974 ,287514782.97831714 
 07/01  14:00:00,222199147.06365144 ,221245123.48781446 ,219894623.93871582 ,318454387.16340107 ,317229502.0112233 ,315479324.610345 ,238486997.73267728 ,237273696.20142475 ,235540753.54330283 ,388900563.4144267 ,387589536.9238911 ,385716612.60526556 ,251863392.52185926 ,250646366.47698963 ,248907379.45060372 ,315946084.80049044 ,314521507.0214883 ,312485658.5178286 ,309349602.84472084 ,308066428.9677423 ,306232766.1169141 ,354398518.48200655 ,353106100.1593515 ,351258163.16394085 ,384812738.4052888 ,383486436.0934365 ,381591332.63560885 ,412150919.3110716 ,410813411.33861977 ,408902415.3980104 ,384167107.23873 ,382823420.19645983 ,380903609.2657102 ,342888464.29212725 ,341611109.0998312 ,339786016.4134521 ,398010941.0524785 ,396646860.8713342 ,394697914.54530376 ,504667335.5284157 ,503182967.1867558 ,501062091.0073166 ,565069346.897376 ,563625153.4089699 ,561561661.8619751 ,295126864.49238276 ,293630099.0914298 ,291491394.87350416 
 07/01  15:00:00,223679031.96550795 ,222681662.44453084 ,221259006.3050082 ,323718800.6491126 ,322493195.2147827 ,320741990.74779475 ,244439637.8986581 ,243229816.4823115 ,241501788.86154985 ,400001893.5419134 ,398688933.68128085 ,396813246.8106344 ,258102060.0165009 ,256887005.96170136 ,255150844.9295337 ,311760980.11515397 ,310333540.7289627 ,308294903.1413358 ,314973911.67518246 ,313705113.0271658 ,311888606.3343244 ,357816656.6820812 ,356523240.81906813 ,354675311.09758013 ,382555308.5334579 ,381230120.2073217 ,379336621.15854603 ,415389133.32018244 ,414049910.28169394 ,412136466.5303571 ,387586859.4376508 ,386242484.31577694 ,384321690.8449335 ,352716368.42325366 ,351436113.6029258 ,349606877.1252588 ,404722990.0512109 ,403357169.69706535 ,401405734.16796154 ,495768385.88132113 ,494287631.7269902 ,492171924.9248939 ,575747694.9806852 ,574380349.5080475 ,572426755.4754883 ,294813134.76878667 ,293316516.8684609 ,291178030.2077271 
 07/01  16:00:00,223217277.60334298 ,222256257.3367159 ,220886272.14432096 ,324102699.9286382 ,322877161.32620394 ,321126053.2463102 ,244066026.71993458 ,242857070.6113705 ,241130231.0505769 ,408476915.38120973 ,407163081.7943778 ,405286139.6450107 ,252455737.37623543 ,251239487.4910753 ,249501617.54768994 ,306107532.28688383 ,304772015.48172307 ,302879074.24374324 ,315199930.6698098 ,313906652.7016083 ,312060997.97990286 ,358209534.4899585 ,356902923.4779513 ,355037088.8692391 ,379344266.96143 ,378021057.0700485 ,376130396.1001096 ,410738394.63259304 ,409401454.86795676 ,407491273.8840434 ,394771326.1876551 ,393424859.7696259 ,391501077.6058254 ,353474664.4873024 ,352195060.22882867 ,350366756.9942613 ,413211478.0218742 ,411843059.0384891 ,409887906.9230886 ,483522278.8606901 ,482046132.878374 ,479937017.21158975 ,582089529.9542617 ,580721974.1391462 ,578768072.1711543 ,292974965.5551578 ,291478414.45624375 ,289340029.6371247 
 07/01  17:00:00,218731708.75797072 ,217805658.52027994 ,216482585.28834075 ,318166852.3370961 ,316941347.62250376 ,315190291.2098812 ,231243526.28002286 ,230039720.35225597 ,228322056.42284524 ,401075282.5763586 ,399762534.8194713 ,397887132.2598648 ,235858179.34878108 ,234636112.96829775 ,232889920.7507244 ,297136928.77353114 ,295852712.52320135 ,294018684.1124332 ,309217678.10691154 ,307918390.4864813 ,306060704.2065766 ,353347506.45298755 ,352021230.912406 ,350144022.6323423 ,369220803.7664459 ,367899647.65688217 ,366011928.35084367 ,395820207.08395374 ,394487188.79590374 ,392582614.74599564 ,390422946.69648427 ,389075990.1596144 ,387151509.0643878 ,341560544.2248031 ,340283060.5876065 ,338457792.0307007 ,411789800.29425865 ,410419335.44705087 ,408461257.730231 ,451177695.9215809 ,449709874.8272854 ,447612664.263036 ,580103676.0896467 ,578735101.7235702 ,576779743.4534444 ,288103472.7184408 ,286606189.71094847 ,284466764.2376919 
 07/01  18:00:00,269436389.1884683 ,268510430.1471908 ,267187489.3791448 ,357041400.42045414 ,355812735.92311424 ,354057171.5591122 ,273857406.97747594 ,272856297.26827115 ,271426068.50300354 ,417479586.4381511 ,416171308.4038976 ,414302271.14273506 ,274512204.9000183 ,273487230.07661915 ,272030877.91871697 ,336141602.0839934 ,334879675.5327672 ,333076378.0131174 ,349113542.7199954 ,347840278.02641684 ,346021677.25405324 ,395109517.6958362 ,393822457.80185974 ,391986019.66277486 ,399375694.74283314 ,398054806.9752233 ,396167475.4461429 ,428252269.2149657 ,426918633.6490896 ,425013175.4893401 ,428860364.1769206 ,427510081.2954917 ,425580844.54579103 ,370733859.25978523 ,369455985.4944302 ,367630158.0760697 ,448156916.4850586 ,446783340.4962864 ,444820810.96601284 ,470678989.07066983 ,469213597.75268626 ,467119860.7068378 ,618744862.9113213 ,617245231.9245561 ,615102435.0824312 ,323065831.03047 ,321562341.0706863 ,319414041.51609576 
 07/01  19:00:00,304421799.7895536 ,303495784.0917696 ,302172756.7167649 ,376015398.62050295 ,374794228.93155795 ,373049389.6629836 ,307526091.33211553 ,306576567.3220551 ,305220093.08293986 ,414152796.4138621 ,412859665.16085196 ,411012252.6668867 ,307266889.27934396 ,306304376.9697423 ,304929355.5671341 ,370286911.2953586 ,369032997.6985429 ,367236450.12307453 ,376082146.41770375 ,374810948.9845072 ,372994586.18273836 ,426653517.4916254 ,425371506.78860825 ,423539457.99012667 ,421091935.4029646 ,419775454.93808776 ,417894430.23694634 ,444515005.58242583 ,443187817.3574966 ,441291574.9440625 ,454388360.5398489 ,453041960.37045366 ,451118274.9820132 ,387163025.97893095 ,385891695.237422 ,384075222.06519043 ,465820699.51254773 ,464453536.6458941 ,462500175.5927908 ,481532502.55014795 ,480075406.9489616 ,477993529.6893457 ,616486794.7138426 ,614997037.7891667 ,612868389.481505 ,343889356.7108042 ,342383883.1395084 ,340235463.2826454 
 07/01  20:00:00,318427466.57803166 ,317501553.96615756 ,316178668.88948745 ,349968930.5036767 ,348783408.31436396 ,347094366.9714648 ,320544983.7169277 ,319595501.0517753 ,318239068.936677 ,391599555.3850623 ,390318649.46411294 ,388488689.3511972 ,320292670.01301146 ,319330273.9705449 ,317955419.1322743 ,370366330.1431264 ,369111853.2554424 ,367320120.2278105 ,381111073.61110353 ,379840126.36236167 ,378024397.7841325 ,427845659.14348745 ,426566928.50416195 ,424740215.3527241 ,421847089.4122033 ,420533142.7134323 ,418655745.21444094 ,440544671.07544494 ,439222023.5908527 ,437332272.09359956 ,448512679.23308337 ,447172114.44159406 ,445256771.4164765 ,374138444.66462046 ,372868761.9994961 ,371054641.08132166 ,450531410.87000626 ,449173121.6344581 ,447232447.019554 ,463746354.61924106 ,462299677.1581385 ,460232694.3348606 ,592658233.1654209 ,591176363.1706953 ,589059000.2323772 ,343616579.0505272 ,342331878.58593947 ,340496738.3815229 
 07/01  21:00:00,299037535.9914235 ,298113086.6447139 ,296792319.4323386 ,311618061.6966075 ,310621871.0085678 ,309198653.14667875 ,302425269.4173224 ,301475742.4556695 ,300119256.8338663 ,340113943.9865197 ,338831795.5244175 ,337000043.03817236 ,301800954.8505448 ,300838611.06216407 ,299463833.85200894 ,339755858.16171753 ,338497275.11898 ,336699150.18362325 ,358291353.16708755 ,357020666.2091251 ,355205022.7105458 ,392860147.68225956 ,391585020.80359393 ,389764352.26164174 ,392093663.50985765 ,390782195.7732467 ,388908347.3190669 ,406186870.9870304 ,404868034.0224356 ,402983727.8390842 ,402842019.63742894 ,401510288.32227236 ,399607572.5177804 ,330999947.94179773 ,329746285.5822897 ,327955141.5040225 ,413684611.29728776 ,412332179.8559123 ,410399879.9020931 ,426462220.82541186 ,425022950.8199128 ,422966558.78027666 ,542840812.4067473 ,541366435.7718729 ,539259792.1013716 ,322783782.44118893 ,321577911.4024154 ,319855213.56331617 
 07/01  22:00:00,203132750.81986362 ,202373192.3857854 ,201288050.47265428 ,209048374.63928366 ,208080201.81205133 ,206697058.79991806 ,202130285.954606 ,201180918.34583753 ,199824935.48240533 ,217376063.66048503 ,216268949.61213416 ,214687890.77088118 ,201810461.44224346 ,200848125.82396019 ,199473359.3404712 ,226819486.79212666 ,225560595.3743986 ,223761970.0046387 ,245830262.2757791 ,244568482.70957336 ,242765629.65187243 ,270499042.37217766 ,269222400.4827185 ,267398472.13982266 ,275220007.4189368 ,273905097.9164276 ,272026330.2577967 ,279512908.63722765 ,278194427.91267145 ,276310627.55194044 ,281085422.6196349 ,279752158.4556933 ,277847248.69115466 ,215994250.1478472 ,214970935.29086667 ,213512106.8261855 ,288399986.5296391 ,287048034.89621913 ,285116420.1158233 ,297741027.8423336 ,296304700.9364503 ,294252515.81539935 ,414229545.4229695 ,412753260.8966641 ,410643891.5262956 ,221914655.15568465 ,220708766.83706123 ,218986062.44079465 
 07/01  23:00:00,77263215.83222567 ,77117764.44864555 ,76909858.1523714 ,85444361.58437847 ,85290263.41016407 ,85070086.3914429 ,80903336.12299804 ,80754110.60250603 ,80540820.72677822 ,89746219.59029654 ,89576286.81630473 ,89333544.98453179 ,80653920.84691145 ,80502093.88828656 ,80285194.72137937 ,97120753.80483371 ,96920685.68832403 ,96634842.43307523 ,99912662.62501897 ,99713020.4586263 ,99427772.95604713 ,110187724.46047327 ,109984875.30179298 ,109695028.66012152 ,111477934.12018892 ,111268325.78571312 ,110968833.46079475 ,112856982.34251747 ,112648142.56609748 ,112349782.8690525 ,110874842.41662139 ,110660942.93588196 ,110355329.7471816 ,90699379.77853914 ,90536432.85325788 ,90303642.5324018 ,111229818.82291839 ,111013985.33293349 ,110705610.70843555 ,113747021.99031116 ,113520399.27946945 ,113196605.97191407 ,168808522.60402116 ,168574040.99754816 ,168239015.07252434 ,89654200.78218234 ,89459659.45337403 ,89181727.34996834 
 07/01  24:00:00,34305518.254538566 ,34301832.00740793 ,34296423.16389373 ,40157507.25320043 ,40155922.60715045 ,40153624.42169518 ,37003953.96885199 ,37001395.91896004 ,36997726.26770369 ,44049390.0382967 ,44048770.17191241 ,44047908.890765436 ,36411188.83386433 ,36408934.80342133 ,36405711.62359792 ,48548484.22392672 ,48548333.421595536 ,48548113.79686399 ,47888256.95651099 ,47888047.420372635 ,47887735.67804854 ,55068157.03206709 ,55068177.8470856 ,55068190.857958734 ,55527353.79452672 ,55527341.55975379 ,55527312.38009187 ,56650180.45966311 ,56650184.75545956 ,56650197.84879452 ,55343691.40613349 ,55343675.97488267 ,55343651.68265254 ,45139058.64959461 ,45138725.698452696 ,45138243.42210485 ,54343226.759198934 ,54343209.61263938 ,54343184.060782425 ,54997733.07630919 ,54997734.18098113 ,54997734.13723133 ,87968627.61314335 ,87968155.23563787 ,87967475.52233544 ,43098653.09314989 ,43098597.63010715 ,43098503.61616034 
 07/02  01:00:00,34020079.30219148 ,34016712.68992584 ,34011780.43875007 ,38810253.171374425 ,38808699.24603032 ,38806445.25161208 ,36317150.85733329 ,36314653.40710716 ,36311075.07112398 ,42800619.450730026 ,42800010.7656302 ,42799164.56647357 ,35375377.069091424 ,35373255.35672584 ,35370221.00758501 ,46890884.440234065 ,46890739.71773689 ,46890529.81617175 ,46301544.98281099 ,46301341.63186581 ,46301039.19027184 ,53036298.1839464 ,53036319.243093036 ,53036332.15059158 ,53485482.8355311 ,53485471.465963855 ,53485443.872488715 ,54567730.833797164 ,54567735.041048 ,54567747.956906155 ,52983958.21025644 ,52983943.17001206 ,52983919.503423125 ,43961746.09912077 ,43961413.1709782 ,43960930.77247957 ,51477001.74108596 ,51476985.25058268 ,51476960.72606074 ,51092029.70419797 ,51092030.7128308 ,51092030.673400626 ,80406288.60825126 ,80405819.64885022 ,80405145.24246913 ,42223105.65780395 ,42223044.05252629 ,42222940.50266215 
 07/02  02:00:00,33265213.145104043 ,33262034.108793728 ,33257373.248498216 ,38043679.59425322 ,38042172.53847253 ,38039985.72208023 ,35699134.80190285 ,35696640.1011174 ,35693067.57139015 ,41898385.52807384 ,41897793.183735825 ,41896969.602429256 ,34142334.21759725 ,34140301.33544018 ,34137393.84061732 ,45948238.95820322 ,45948098.21096189 ,45947894.62775107 ,45223558.23776093 ,45223356.49062431 ,45223056.62109432 ,51852722.41725342 ,51852743.92204912 ,51852756.52319722 ,52194757.4425275 ,52194746.67517001 ,52194720.025173835 ,52996177.92975118 ,52996182.09149294 ,52996194.850718334 ,50209962.03635182 ,50209947.78758994 ,50209925.28898593 ,42872976.88340577 ,42872644.925131515 ,42872163.99240697 ,49329504.51678649 ,49329488.58043068 ,49329464.88015055 ,48778427.41734284 ,48778428.371199265 ,48778428.33479206 ,77449380.7776069 ,77448894.12329054 ,77448194.49842282 ,41447820.90234915 ,41447750.98603072 ,41447633.97089056 
 07/02  03:00:00,29438561.849855073 ,29436074.156195283 ,29432419.451390143 ,33417330.87585978 ,33416078.014838647 ,33414255.767457183 ,31138131.51108758 ,31136102.8985209 ,31133205.093484864 ,36019094.5773706 ,36018570.16489149 ,36017837.89117615 ,29827531.231113195 ,29826064.788050972 ,29823967.6899501 ,40181172.628235 ,40181036.48966257 ,40180839.472748026 ,39109123.05633095 ,39108936.32979348 ,39108660.1204194 ,44954184.01373672 ,44954204.29031196 ,44954213.76687352 ,44302186.660600625 ,44302175.78649107 ,44302150.64520237 ,45281950.94392456 ,45281954.380271554 ,45281965.49969827 ,42332466.678923115 ,42332453.06527141 ,42332431.68975316 ,36696568.93536796 ,36696257.70540306 ,36695808.81259352 ,41461433.92650901 ,41461418.650219336 ,41461395.84316477 ,40752336.8546431 ,40752337.760437615 ,40752337.7276871 ,66462913.98604688 ,66462419.124825135 ,66461708.354246944 ,35237289.825026914 ,35237215.07623249 ,35237089.95354908 
 07/02  04:00:00,29106366.554347206 ,29104242.311485704 ,29101134.446461435 ,32749374.3487677 ,32748140.900756013 ,32746347.659403168 ,30564860.90062657 ,30562845.167284075 ,30559966.39354347 ,35474699.55617868 ,35474185.97572261 ,35473468.41383901 ,29270435.266307957 ,29269126.583839424 ,29267264.5598792 ,39544462.75666244 ,39544330.699562706 ,39544139.99736624 ,38537077.59893626 ,38536895.55798545 ,38536626.19175386 ,43967739.52974028 ,43967759.80690511 ,43967769.04121583 ,42264020.76801378 ,42264011.07743822 ,42263988.42306797 ,44180726.79794037 ,44180730.28960412 ,44180741.09184024 ,41864754.87636205 ,41864741.229829796 ,41864719.87055736 ,35878611.69912469 ,35878295.89671311 ,35877840.54891638 ,40432193.80632388 ,40432178.6911017 ,40432156.14053217 ,39875097.50843498 ,39875098.373197615 ,39875098.34224016 ,65995830.64100421 ,65995336.32856001 ,65994626.317168556 ,34810242.34347036 ,34810159.22190758 ,34810020.360827245 
 07/02  05:00:00,70803735.68851152 ,70659559.89939244 ,70453334.97381394 ,75302391.01512149 ,75147664.42545508 ,74926586.39919017 ,73088719.30275448 ,72937882.18098213 ,72722161.19889651 ,78190356.93203808 ,78026241.09855789 ,77791802.98409775 ,71732863.9475464 ,71581822.17401464 ,71366017.08168238 ,83964326.1569659 ,83791888.63986476 ,83545587.61206289 ,83899764.6771285 ,83704236.77018076 ,83427609.11843252 ,90509778.60998654 ,90308022.23602235 ,90019711.10452394 ,86400633.18838072 ,86204059.94179402 ,85923201.26342607 ,89346581.97372611 ,89154769.17894939 ,88883145.00401466 ,86840167.3427356 ,86647552.59219526 ,86375371.05136696 ,79504255.36295027 ,79339526.24767159 ,79104120.72898893 ,84568190.28309521 ,84395063.35561834 ,84147738.23784898 ,83867473.20479889 ,83684954.11296006 ,83424219.2346776 ,126300116.93632622 ,126071867.38110246 ,125745727.63397911 ,79958509.60601842 ,79762402.91137336 ,79482226.3992274 
 07/02  06:00:00,145804044.1387655 ,145658348.36116073 ,145450105.44519085 ,151507809.48692536 ,151353447.31828487 ,151132845.18295437 ,149966828.43415034 ,149817410.40400833 ,149603941.41240174 ,155042808.1607126 ,154879871.5399 ,154647124.32590824 ,148349759.30791035 ,148197285.97372708 ,147979400.90564686 ,163188362.65948865 ,163010323.27955914 ,162755966.72770002 ,161486215.40247095 ,161283644.53820533 ,160994189.62525493 ,171984183.03498468 ,171779419.66189834 ,171486832.88176632 ,166187838.7356369 ,165980286.38842708 ,165685102.42380673 ,169967627.0805833 ,169763944.9102814 ,169473679.7325603 ,163087053.48827076 ,162915575.30969015 ,162670586.2585268 ,157088583.63885826 ,156925620.21419516 ,156692719.16101393 ,162968500.5291804 ,162795371.29448503 ,162548044.06376004 ,163316537.311513 ,163129763.09258252 ,162862946.14721668 ,211236936.07764435 ,210956943.75850976 ,210556894.51161432 ,158106964.38476014 ,157912370.5107006 ,157634355.30440387 
 07/02  07:00:00,193213640.6026739 ,192380612.86304867 ,191208768.20484686 ,199620175.5682401 ,198669155.55988568 ,197312719.60356674 ,197567499.75043294 ,196611070.93286335 ,195245419.9473279 ,205549721.52997258 ,204526204.57020384 ,203064066.98415545 ,195858398.49341834 ,194930761.1288514 ,193607781.59814227 ,222876615.34689814 ,221697581.61004502 ,220013083.45615837 ,222198328.21005756 ,221017950.08938783 ,219330834.6440321 ,255500294.14837933 ,254220571.69662586 ,252395695.74317098 ,232114650.8293878 ,230814261.7311558 ,228956148.24085432 ,249375462.493313 ,248071990.54505235 ,246211470.71796653 ,219680660.65024224 ,218486132.8120239 ,216780195.7596073 ,207444248.34907484 ,206418297.86065483 ,204952588.61317348 ,218534834.92063144 ,217373011.4032821 ,215720986.31091455 ,257556238.12092936 ,256148028.54755613 ,254136054.23128346 ,350291246.7301929 ,348843893.9151015 ,346775839.7695687 ,215167988.29460478 ,213959003.3077349 ,212231851.22726512 
 07/02  08:00:00,198046596.5238427 ,197119912.50478384 ,195795968.22908592 ,205341374.04225403 ,204367107.58560145 ,202977286.6661488 ,202207877.12123957 ,201258247.2011424 ,199901619.73472026 ,210829308.5302481 ,209792459.26860055 ,208311242.7260376 ,202828147.63044178 ,201851426.6965855 ,200455936.3651818 ,244825031.26491013 ,243539434.28219616 ,241715181.7291108 ,250025273.689537 ,248743463.0514215 ,246912510.99643514 ,275799069.6332401 ,274493883.07572055 ,272630621.2557472 ,265593935.80351406 ,264283444.46952358 ,262410999.9762498 ,281925716.7740128 ,280611250.1622218 ,278733190.7544582 ,245091292.27393237 ,243759957.34090018 ,241857717.36248782 ,212936773.369266 ,211885641.42455798 ,210383899.79531887 ,248015413.2345222 ,246668231.70093217 ,244743434.60486615 ,305020568.768737 ,303581363.05200183 ,301525063.87011266 ,366853329.49938494 ,365404502.8386874 ,363334407.82143074 ,220994580.71044514 ,219733926.5642114 ,217932886.1366212 
